trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.005, 'e': 0.9963896745022904}",35,0,-115.1245184247929,"{0: 25, 1: 1, 2: 6, 3: 2, 4: 1}",0
17,False,"{'a': 0.005, 'e': 0.9959527330119943}",20,0,-93.00351902590322,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
18,False,"{'a': 0.005, 'e': 0.9954908927552453}",20,0,-177.77091459658467,"{0: 7, 1: 4, 2: 5, 3: 2, 4: 2}",0
19,False,"{'a': 0.005, 'e': 0.9950041652780258}",20,0,-109.7564741667552,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
20,False,"{'a': 0.005, 'e': 0.9944925627484974}",20,0,-109.46355627679978,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
21,False,"{'a': 0.005, 'e': 0.9939560979566968}",25,0,-179.34421708287456,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
22,False,"{'a': 0.005, 'e': 0.9933947843142158}",30,0,-153.73556604054812,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
23,False,"{'a': 0.005, 'e': 0.9928086358538663}",25,0,-156.7028632168715,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
24,False,"{'a': 0.005, 'e': 0.992197667229329}",30,0,-262.1469646016642,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 5}",0
25,False,"{'a': 0.005, 'e': 0.9915618937147881}",20,0,-171.2376077844197,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
26,False,"{'a': 0.005, 'e': 0.9909013312045479}",30,0,-169.7568817857062,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
27,False,"{'a': 0.005, 'e': 0.9902159962126371}",30,0,-225.9090820687673,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
28,False,"{'a': 0.005, 'e': 0.9895059058723947}",20,0,-70.14015083294781,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
29,False,"{'a': 0.005, 'e': 0.9887710779360422}",25,0,-50.896391931852705,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
30,False,"{'a': 0.005, 'e': 0.9880115307742399}",20,0,-114.31068669600906,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
31,False,"{'a': 0.005, 'e': 0.9872272833756269}",25,0,-163.3773047767865,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
32,False,"{'a': 0.005, 'e': 0.9864183553463477}",20,0,-59.635156399720366,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
33,False,"{'a': 0.005, 'e': 0.9855847669095608}",25,0,-102.31952038353211,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
34,False,"{'a': 0.005, 'e': 0.9847265389049334}",20,0,-31.737017850223832,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
35,False,"{'a': 0.005, 'e': 0.9838436927881214}",30,0,-118.81736363048468,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
36,False,"{'a': 0.005, 'e': 0.9829362506302315}",20,0,-201.99602702373372,"{0: 10, 1: 2, 2: 2, 3: 3, 4: 3}",0
37,False,"{'a': 0.005, 'e': 0.9820042351172703}",20,0,-125.64168831877826,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
38,False,"{'a': 0.005, 'e': 0.9810476695495772}",25,11,-17.497947133774332,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.005, 'e': 0.9800665778412416}",20,9,-76.7725100505618,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 1}",1
40,False,"{'a': 0.005, 'e': 0.9790609845195051}",25,13,-58.02036500039318,"{0: 5, 1: 3, 2: 3, 3: 1, 4: 0}",1
41,False,"{'a': 0.005, 'e': 0.9780309147241483}",30,0,-99.44949837012257,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
42,False,"{'a': 0.005, 'e': 0.9769763942068623}",20,0,-89.67387332780122,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.005, 'e': 0.9758974493306055}",30,1,-74.81738006214628,"{0: 19, 1: 7, 2: 2, 3: 0, 4: 1}",1
44,False,"{'a': 0.005, 'e': 0.9747941070689433}",20,0,-96.35427133849794,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
45,False,"{'a': 0.005, 'e': 0.9736663950053749}",20,0,-51.276264655935044,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
46,False,"{'a': 0.005, 'e': 0.972514341332643}",20,14,-2.5906611520454863,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.005, 'e': 0.9713379748520296}",30,3,-99.43667449360409,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 1}",1
48,False,"{'a': 0.005, 'e': 0.9701373249726354}",30,0,-64.10107554357204,"{0: 19, 1: 6, 2: 5, 3: 0, 4: 0}",0
49,False,"{'a': 0.005, 'e': 0.9689124217106447}",25,0,-258.145589093689,"{0: 11, 1: 1, 2: 8, 3: 1, 4: 4}",0
50,False,"{'a': 0.005, 'e': 0.9676632956885756}",25,6,-59.02406941910443,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 0}",1
51,False,"{'a': 0.005, 'e': 0.9663899781345132}",20,0,-89.89003734697178,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
52,False,"{'a': 0.005, 'e': 0.9650925008813303}",25,0,-167.36342578569148,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
53,False,"{'a': 0.005, 'e': 0.9637708963658905}",20,0,-136.4067359688879,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
54,False,"{'a': 0.005, 'e': 0.962425197628238}",30,0,-83.80604784787667,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
55,False,"{'a': 0.005, 'e': 0.9610554383107709}",20,0,-123.069960621683,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
56,False,"{'a': 0.005, 'e': 0.9596616526574011}",30,13,-88.00236448607103,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 2}",1
57,False,"{'a': 0.005, 'e': 0.9582438755126972}",20,0,-173.35845179546533,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
58,False,"{'a': 0.005, 'e': 0.9568021423210139}",20,0,-51.61786517817873,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
59,False,"{'a': 0.005, 'e': 0.955336489125606}",35,0,-126.3969610876331,"{0: 21, 1: 5, 2: 6, 3: 3, 4: 0}",0
60,False,"{'a': 0.005, 'e': 0.9538469525677271}",20,0,-94.84157598859133,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
61,False,"{'a': 0.005, 'e': 0.9523335698857134}",20,0,-173.67817648812868,"{0: 9, 1: 3, 2: 3, 3: 3, 4: 2}",0
62,False,"{'a': 0.005, 'e': 0.9507963789140532}",20,0,-72.66574815073965,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
63,False,"{'a': 0.005, 'e': 0.9492354180824408}",25,0,-69.53046552679449,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
64,False,"{'a': 0.005, 'e': 0.9476507264148157}",30,0,-89.02017289060962,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
65,False,"{'a': 0.005, 'e': 0.946042343528387}",25,0,-40.51507950244354,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
66,False,"{'a': 0.005, 'e': 0.944410309632643}",20,0,-92.04506116681306,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
67,False,"{'a': 0.005, 'e': 0.9427546655283462}",30,1,-135.15140236377354,"{0: 20, 1: 5, 2: 1, 3: 0, 4: 3}",1
68,False,"{'a': 0.005, 'e': 0.941075452606513}",20,0,-120.70361368054411,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
69,False,"{'a': 0.005, 'e': 0.9393727128473789}",20,0,-78.91253722795483,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
70,False,"{'a': 0.005, 'e': 0.9376464888193493}",20,0,-79.40383808893321,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
71,False,"{'a': 0.005, 'e': 0.9358968236779348}",30,0,-185.57443088397693,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 2}",0
72,False,"{'a': 0.005, 'e': 0.9341237611646731}",20,1,-55.191591467452255,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
73,False,"{'a': 0.005, 'e': 0.9323273456060345}",30,0,-136.56383434275486,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
74,False,"{'a': 0.005, 'e': 0.9305076219123143}",20,0,-132.6061087845457,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
75,False,"{'a': 0.005, 'e': 0.9286646355765102}",20,0,-123.41226161857719,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
76,False,"{'a': 0.005, 'e': 0.9267984326731847}",25,0,-143.59758755355213,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 3}",0
77,False,"{'a': 0.005, 'e': 0.9249090598573131}",20,0,-10.99720363473261,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.005, 'e': 0.9229965643631173}",30,0,-148.84735415454074,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
79,False,"{'a': 0.005, 'e': 0.9210609940028851}",30,0,-141.00411142395552,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
80,False,"{'a': 0.005, 'e': 0.9191023971657747}",25,0,-96.5570073334157,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
81,False,"{'a': 0.005, 'e': 0.9171208228166051}",20,9,-42.350679116109475,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
82,False,"{'a': 0.005, 'e': 0.9151163204946318}",20,0,-96.40838327120497,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
83,False,"{'a': 0.005, 'e': 0.9130889403123083}",20,3,-5.313750215688358,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.005, 'e': 0.9110387329540337}",25,0,-140.7350395352564,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
85,False,"{'a': 0.005, 'e': 0.9089657496748851}",30,18,-52.82669787594235,"{0: 6, 1: 0, 2: 5, 3: 1, 4: 0}",1
86,False,"{'a': 0.005, 'e': 0.9068700422993367}",25,0,-108.23975961187904,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
87,False,"{'a': 0.005, 'e': 0.9047516632199634}",25,0,-32.4082288204366,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
88,False,"{'a': 0.005, 'e': 0.9026106653961321}",20,0,-147.05745313669624,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
89,False,"{'a': 0.005, 'e': 0.9004471023526769}",20,0,-39.238817303067634,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
90,False,"{'a': 0.005, 'e': 0.8982610281785611}",20,0,-123.38712512559691,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
91,False,"{'a': 0.005, 'e': 0.8960524975255252}",30,0,-80.56833516910451,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
92,False,"{'a': 0.005, 'e': 0.8938215656067205}",20,0,-154.84385706882432,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
93,False,"{'a': 0.005, 'e': 0.891568288195329}",20,0,-98.46744654311513,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
94,False,"{'a': 0.005, 'e': 0.8892927216231682}",20,0,-98.52713195015878,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
95,False,"{'a': 0.005, 'e': 0.8869949227792842}",25,0,-146.7834950021294,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
96,False,"{'a': 0.005, 'e': 0.8846749491085283}",25,0,-27.684408187426644,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
97,False,"{'a': 0.005, 'e': 0.8823328586101215}",20,0,-38.77880814431254,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.005, 'e': 0.8799687098362042}",30,0,-121.1447973923611,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
99,False,"{'a': 0.005, 'e': 0.8775825618903728}",25,0,-167.2537162633779,"{0: 10, 1: 6, 2: 7, 3: 0, 4: 2}",0
100,False,"{'a': 0.005, 'e': 0.8751744744262013}",25,0,-163.4064183442293,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
101,False,"{'a': 0.005, 'e': 0.8727445076457513}",25,0,-171.1196120230131,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
102,False,"{'a': 0.005, 'e': 0.8702927222980654}",30,0,-158.52379674565373,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
103,False,"{'a': 0.005, 'e': 0.8678191796776499}",30,0,-107.25176984750581,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
104,False,"{'a': 0.005, 'e': 0.8653239416229412}",30,0,-170.50705619273506,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
105,False,"{'a': 0.005, 'e': 0.862807070514761}",20,0,-18.119303337772905,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
106,False,"{'a': 0.005, 'e': 0.8602686292747557}",25,0,-64.74939512552477,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
107,False,"{'a': 0.005, 'e': 0.8577086813638242}",20,0,-17.193009878587997,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
108,False,"{'a': 0.005, 'e': 0.8551272907805307}",30,0,-59.403354996300614,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",1
109,False,"{'a': 0.005, 'e': 0.8525245220595057}",20,6,-14.016232454856786,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.005, 'e': 0.8499004402698315}",30,11,-22.731079247533817,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
111,False,"{'a': 0.005, 'e': 0.8472551110134161}",25,0,-31.543222049320118,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
112,False,"{'a': 0.005, 'e': 0.8445886004233532}",20,0,-109.88577292387819,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
113,False,"{'a': 0.005, 'e': 0.8419009751622687}",20,0,0.9219930389732783,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.005, 'e': 0.8391923024206541}",25,0,-61.82193035712149,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
115,False,"{'a': 0.005, 'e': 0.8364626499151869}",20,0,-66.72567546094268,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.005, 'e': 0.8337120858870376}",30,2,-206.39182243881666,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 4}",1
117,False,"{'a': 0.005, 'e': 0.8309406791001636}",20,0,-77.49961824491709,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
118,False,"{'a': 0.005, 'e': 0.8281484988395901}",20,0,-87.66882584825723,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
119,False,"{'a': 0.005, 'e': 0.8253356149096783}",20,0,-229.5004854570679,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 5}",0
120,False,"{'a': 0.005, 'e': 0.82250209763238}",20,3,-56.36955937247784,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
121,False,"{'a': 0.005, 'e': 0.8196480178454795}",30,12,6.6070361336585695,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.005, 'e': 0.8167734469008229}",30,0,-115.47878366342198,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
123,False,"{'a': 0.005, 'e': 0.8138784566625339}",25,0,-98.3209480673857,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
124,False,"{'a': 0.005, 'e': 0.8109631195052179}",25,0,-62.806161703904905,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
125,False,"{'a': 0.005, 'e': 0.8080275083121519}",20,1,-107.74674887771437,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
126,False,"{'a': 0.005, 'e': 0.8050716964734628}",25,0,-59.51520872520804,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
127,False,"{'a': 0.005, 'e': 0.8020957578842925}",20,0,-49.32997802127822,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
128,False,"{'a': 0.005, 'e': 0.7990997669429512}",25,6,-92.22552821218841,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 1}",1
129,False,"{'a': 0.005, 'e': 0.7960837985490558}",20,0,-27.6315104728224,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
130,False,"{'a': 0.005, 'e': 0.7930479281016595}",25,12,-12.964387692823738,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
131,False,"{'a': 0.005, 'e': 0.7899922314973651}",20,3,-38.881166685017384,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
132,False,"{'a': 0.005, 'e': 0.7869167851284287}",25,16,0.5584972142725388,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.005, 'e': 0.7838216658808492}",25,15,-11.052870552077634,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
134,False,"{'a': 0.005, 'e': 0.7807069511324468}",25,0,-58.44928282796515,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
135,False,"{'a': 0.005, 'e': 0.7775727187509279}",20,4,-23.190551466048433,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.005, 'e': 0.7744190470919388}",20,0,-28.377566499147722,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.005, 'e': 0.7712460149971065}",25,1,-12.493125241196967,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
138,False,"{'a': 0.005, 'e': 0.7680537017920684}",20,0,-5.799021154566802,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.005, 'e': 0.7648421872844884}",30,8,-192.5900116812019,"{0: 9, 1: 1, 2: 8, 3: 2, 4: 2}",1
140,False,"{'a': 0.005, 'e': 0.7616115517620617}",20,0,-59.21519785002111,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
141,False,"{'a': 0.005, 'e': 0.7583618759905082}",20,0,-113.05386352487082,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
142,False,"{'a': 0.005, 'e': 0.7550932412115529}",30,0,-123.92442220562772,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
143,False,"{'a': 0.005, 'e': 0.7518057291408949}",30,0,-101.94429451643754,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
144,False,"{'a': 0.005, 'e': 0.7484994219661651}",25,0,-96.27652873512703,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
145,False,"{'a': 0.005, 'e': 0.7451744023448704}",20,0,-40.90946508367187,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
146,False,"{'a': 0.005, 'e': 0.7418307534023282}",25,0,-43.17404347868037,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
147,False,"{'a': 0.005, 'e': 0.7384685587295879}",20,0,-29.025417411039218,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
148,False,"{'a': 0.005, 'e': 0.7350879023813413}",20,0,-40.45823008617143,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.005, 'e': 0.7316888688738209}",20,0,-66.6324284914406,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
150,False,"{'a': 0.005, 'e': 0.7282715431826874}",20,0,-46.543249545659215,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
151,False,"{'a': 0.005, 'e': 0.7248360107409052}",20,0,-32.11112921589941,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
152,False,"{'a': 0.005, 'e': 0.7213823574366063}",20,4,-65.32006956337042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
153,False,"{'a': 0.005, 'e': 0.7179106696109434}",25,2,-36.37433545327193,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 0}",1
154,False,"{'a': 0.005, 'e': 0.7144210340559314}",25,0,4.015268377546875,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.005, 'e': 0.7109135380122773}",25,8,-47.83930830873909,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
156,False,"{'a': 0.005, 'e': 0.7073882691671998}",20,16,7.309940558019363,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.005, 'e': 0.7038453156522361}",25,0,-100.79740993570995,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
158,False,"{'a': 0.005, 'e': 0.7002847660410396}",30,0,-163.1066192656414,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
159,False,"{'a': 0.005, 'e': 0.6967067093471654}",25,11,-22.100965622025498,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 0}",1
160,False,"{'a': 0.005, 'e': 0.6931112350218442}",20,0,-83.80590993193057,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
161,False,"{'a': 0.005, 'e': 0.689498432951747}",20,7,-31.157062511315274,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
162,False,"{'a': 0.005, 'e': 0.6858683934567373}",20,0,7.857151978553013,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
163,False,"{'a': 0.005, 'e': 0.6822212072876135}",25,12,4.51753166274913,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.005, 'e': 0.6785569656238398}",20,0,-29.39977432328789,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
165,False,"{'a': 0.005, 'e': 0.674875760071267}",20,0,-1.2633170751565455,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.005, 'e': 0.6711776826598423}",20,12,-15.70214417121035,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.005, 'e': 0.6674628258413081}",25,0,-54.90052991512334,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
168,False,"{'a': 0.005, 'e': 0.6637312824868916}",30,9,-35.69557659126406,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 0}",1
169,False,"{'a': 0.005, 'e': 0.6599831458849822}",25,8,-51.33729925457164,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
170,False,"{'a': 0.005, 'e': 0.6562185097387997}",20,6,-24.47143172655872,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
171,False,"{'a': 0.005, 'e': 0.6524374681640519}",30,0,-96.04590710239212,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
172,False,"{'a': 0.005, 'e': 0.648640115686581}",30,0,-137.40392433820853,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
173,False,"{'a': 0.005, 'e': 0.6448265472400012}",25,0,-98.53401663311634,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
174,False,"{'a': 0.005, 'e': 0.6409968581633252}",20,0,-66.59076997886847,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
175,False,"{'a': 0.005, 'e': 0.6371511441985802}",20,2,-87.1813058681256,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
176,False,"{'a': 0.005, 'e': 0.6332895014884152}",20,10,0.11817179389447197,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.005, 'e': 0.6294120265736969}",20,0,-102.60818110519207,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
178,False,"{'a': 0.005, 'e': 0.625518816391096}",20,0,-61.11267731398536,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
179,False,"{'a': 0.005, 'e': 0.6216099682706644}",30,5,-15.450628195151772,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",1
180,False,"{'a': 0.005, 'e': 0.6176855799334016}",25,0,-75.81530514413213,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
181,False,"{'a': 0.005, 'e': 0.6137457494888116}",25,0,-98.22129617152257,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
182,False,"{'a': 0.005, 'e': 0.6097905754324501}",20,15,3.103124488331291,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.005, 'e': 0.6058201566434628}",35,16,-13.950440699448656,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
