trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
133,False,"{'a': 0.5, 'e': 0.5134164023722474}",20,4,-18.359094902433046,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5108493203603861}",25,0,-30.023335125335542,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.5082950737585842}",20,0,-69.84109324254531,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.5057535983897913}",25,5,-13.687804182651329,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.5032248303978423}",20,10,-46.464621735050834,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.5007087062458531}",25,0,-66.47534284972805,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.4982051627146238}",25,0,5.101249715601499,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.4957141369010507}",20,0,-77.27296369850603,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.4932355662165454}",25,7,-6.3901071648759835,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.4907693883854627}",25,7,-9.009937665433531,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.4883155414435354}",25,0,-59.58141707566894,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.4858739637363177}",25,11,11.570045685413698,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.4834445939176361}",25,7,-65.09502232541676,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
146,False,"{'a': 0.5, 'e': 0.4810273709480479}",25,0,-68.71701851732531,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.4786222340933077}",20,4,-25.28251127458619,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.47622912292284114}",30,0,-48.28050820277167,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.4738479773082269}",30,3,-17.606641799694046,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.4714787374216858}",20,16,9.242353287945143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.46912134373457737}",25,0,-92.69164740530846,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.46677573701590447}",25,10,-3.1856483443929857,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.46444185833082496}",20,0,-57.433414687330156,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.46211964903917085}",20,1,-42.70611381301379,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.459809050793975}",20,0,-99.39436192823008,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.4575100055400051}",25,15,7.38054313174009,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.45522245551230506}",30,0,-91.62971178203354,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.45294634323474353}",20,11,-44.57333232635376,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.45068161151856984}",30,16,-45.45614101363869,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.44842820346097695}",25,0,-103.44433279042565,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.4461860624436721}",30,3,-61.218533813831,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
162,False,"{'a': 0.5, 'e': 0.4439551321314537}",25,0,-55.552197410186935,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.4417353564707964}",20,16,8.038522556027365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.43952667968844245}",20,0,4.8055393786954745,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.43732904629000025}",20,9,18.203304853139276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.43514240105855023}",20,2,22.14265711732264,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.4329666890532575}",25,7,3.9138436165929975,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.4308018556079912}",20,9,-34.4805509226767,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.42864784632995123}",20,2,-19.911390792515036,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.4265046070983015}",20,0,-45.36131673606993,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.42437208406280996}",25,11,-4.152645757514239,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.4222502236424959}",25,0,-41.6348136910197,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.42013897252428345}",25,13,-48.3933359437095,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.418038277661662}",20,0,-12.140225486535254,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.4159480862733537}",20,0,-129.8342623832738,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
176,False,"{'a': 0.5, 'e': 0.41386834584198695}",25,14,-55.0114338830305,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.41179900411277703}",25,11,7.23124405039788,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.40974000909221314}",20,8,6.314958362331871,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.40769130904675205}",30,18,18.14634310708215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4056528525015183}",20,0,-45.522230461459614,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.4036245882390107}",20,0,-22.04461660939832,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.40160646529781563}",25,0,-48.94908076268486,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.3995984329713266}",25,0,-69.61619697795975,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
