trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1394,False,"{'a': 0.85, 'e': 0.06137260457737796}",25,17,-26.68423151167989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1395,False,"{'a': 0.85, 'e': 0.06124985936822321}",20,16,8.629784360126656,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.85, 'e': 0.06112735964948676}",30,16,26.067461810757656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.85, 'e': 0.06100510493018779}",20,13,12.676242372399184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.85, 'e': 0.060883094720327414}",25,18,13.11475134164881,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.85, 'e': 0.06076132853088676}",20,8,9.068673857829006,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.85, 'e': 0.06063980587382498}",20,8,21.942098623404615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.85, 'e': 0.060518526262077335}",35,21,24.187691081393215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.85, 'e': 0.06039748920955318}",30,17,24.732839637503577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.85, 'e': 0.060276694231134076}",25,15,18.4483681337076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.85, 'e': 0.060156140842671804}",25,17,15.118917990006278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.85, 'e': 0.060035828560986465}",25,20,9.259939585503815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.85, 'e': 0.05991575690386449}",20,16,7.013908836047196,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
